date,Apple stock,Buy AAPL ,Sell Apple,Apple debt,Apple credit
2018-07-10,0,0,0,0,0
2018-07-11,0,0,0,0,0
2018-07-12,30,0,0,0,0
2018-07-13,0,0,0,0,0
2018-07-14,0,0,0,0,0
2018-07-15,0,0,0,0,0
2018-07-16,0,0,0,0,0
2018-07-17,31,0,0,0,0
2018-07-18,63,0,0,0,0
2018-07-19,62,0,0,0,0
2018-07-20,0,0,0,0,0
2018-07-21,33,0,0,0,0
2018-07-22,0,0,0,0,0
2018-07-23,0,0,0,0,0
2018-07-24,31,0,0,0,0
2018-07-25,30,0,0,0,0
2018-07-26,0,0,0,0,0
2018-07-27,61,0,0,0,0
2018-07-28,0,0,0,0,0
2018-07-29,0,0,0,0,0
2018-07-30,0,0,0,0,0
2018-07-31,0,0,0,0,0
2018-08-01,30,0,0,0,0
2018-08-02,56,0,0,0,0
2018-08-03,61,0,0,0,0
2018-08-04,33,0,0,0,0
2018-08-05,0,0,0,0,0
2018-08-06,0,0,0,0,0
2018-08-07,0,0,0,0,0
2018-08-08,0,0,0,0,0
2018-08-09,30,0,0,0,0
2018-08-10,91,0,0,0,0
2018-08-11,0,0,0,0,0
2018-08-12,0,0,0,0,0
2018-08-13,29,0,0,0,0
2018-08-14,30,0,0,0,0
2018-08-15,30,0,0,0,0
2018-08-16,0,0,0,0,0
2018-08-17,29,0,0,0,0
2018-08-18,0,0,0,0,0
2018-08-19,0,0,0,0,0
2018-08-20,0,0,0,0,0
2018-08-21,0,0,0,0,0
2018-08-22,30,0,0,0,0
2018-08-23,0,0,0,0,0
2018-08-24,31,0,0,0,0
2018-08-25,0,0,0,0,0
2018-08-26,0,0,0,0,0
2018-08-27,0,0,0,0,0
2018-08-28,30,0,0,0,0
2018-08-29,0,0,0,0,0
2018-08-30,0,0,0,0,0
2018-08-31,33,0,0,0,0
2018-09-01,0,0,0,0,0
2018-09-02,0,0,0,0,0
2018-09-03,32,0,0,0,0
2018-09-04,0,0,0,0,0
2018-09-05,0,0,0,0,0
2018-09-06,0,0,0,0,0
2018-09-07,0,0,0,0,0
2018-09-08,0,0,0,0,0
2018-09-09,0,0,0,0,0
2018-09-10,32,0,0,0,0
2018-09-11,0,0,0,0,0
2018-09-12,94,0,0,0,0
2018-09-13,0,0,0,0,0
2018-09-14,63,0,0,0,0
2018-09-15,0,0,0,0,33
2018-09-16,0,0,0,0,0
2018-09-17,0,0,0,0,0
2018-09-18,32,0,0,0,0
2018-09-19,0,0,0,0,0
2018-09-20,64,0,0,0,0
2018-09-21,0,0,0,0,0
2018-09-22,0,0,0,0,0
2018-09-23,0,0,0,0,0
2018-09-24,0,0,0,0,0
2018-09-25,0,0,0,0,0
2018-09-26,31,0,0,0,0
2018-09-27,0,0,0,0,0
2018-09-28,32,0,0,0,0
2018-09-29,0,0,0,0,0
2018-09-30,0,0,0,0,0
2018-10-01,0,0,0,0,0
2018-10-02,0,0,0,0,0
2018-10-03,64,0,0,0,0
2018-10-04,0,0,0,0,0
2018-10-05,33,0,0,0,0
2018-10-06,0,0,0,0,0
2018-10-07,0,0,0,0,0
2018-10-08,32,0,0,0,0
2018-10-09,0,0,0,0,0
2018-10-10,33,0,0,0,0
2018-10-11,33,0,0,0,0
2018-10-12,0,0,0,0,0
2018-10-13,0,0,0,0,0
2018-10-14,0,0,0,0,0
2018-10-15,0,0,0,0,0
2018-10-16,0,0,0,0,0
2018-10-17,32,0,0,0,0
2018-10-18,0,0,0,0,0
2018-10-19,0,0,0,0,0
2018-10-20,0,0,0,0,0
2018-10-21,0,0,0,0,0
2018-10-22,64,0,0,0,0
2018-10-23,0,0,0,0,0
2018-10-24,33,0,0,0,0
2018-10-25,0,0,0,0,0
2018-10-26,33,0,0,0,0
2018-10-27,0,0,0,0,0
2018-10-28,0,0,0,0,0
2018-10-29,0,0,0,0,0
2018-10-30,0,0,0,0,0
2018-10-31,33,0,0,0,0
2018-11-01,0,0,0,0,0
2018-11-02,65,0,0,0,0
2018-11-03,35,0,0,0,0
2018-11-04,34,0,0,0,0
2018-11-05,30,0,0,0,0
2018-11-06,33,0,0,0,0
2018-11-07,31,0,0,0,0
2018-11-08,64,0,0,0,32
2018-11-09,0,0,0,0,0
2018-11-10,0,0,0,0,0
2018-11-11,0,0,0,0,0
2018-11-12,64,0,0,0,32
2018-11-13,0,0,0,0,0
2018-11-14,33,0,0,0,0
2018-11-15,0,0,0,0,33
2018-11-16,0,0,0,0,0
2018-11-17,34,0,0,0,0
2018-11-18,0,0,0,0,0
2018-11-19,33,0,0,0,0
2018-11-20,65,0,0,0,0
2018-11-21,0,0,0,0,0
2018-11-22,100,0,0,0,33
2018-11-23,34,0,0,0,0
2018-11-24,0,0,0,0,0
2018-11-25,0,0,0,0,0
2018-11-26,32,0,0,0,0
2018-11-27,65,0,0,0,0
2018-11-28,33,0,0,0,0
2018-11-29,34,0,0,0,0
2018-11-30,0,0,0,0,0
2018-12-01,0,0,0,0,0
2018-12-02,0,0,0,0,0
2018-12-03,64,0,0,0,0
2018-12-04,32,0,0,0,0
2018-12-05,32,0,0,0,0
2018-12-06,32,0,0,0,0
2018-12-07,65,0,0,0,0
2018-12-08,0,0,0,0,0
2018-12-09,0,0,0,0,34
2018-12-10,63,0,0,0,0
2018-12-11,96,0,0,0,0
2018-12-12,67,0,0,0,33
2018-12-13,0,0,0,0,0
2018-12-14,31,0,0,0,0
2018-12-15,0,0,0,0,0
2018-12-16,0,0,0,0,0
2018-12-17,0,0,0,0,0
2018-12-18,30,0,0,0,0
2018-12-19,34,0,0,0,0
2018-12-20,0,0,0,0,0
2018-12-21,34,0,0,0,0
2018-12-22,35,0,0,0,0
2018-12-23,35,0,0,0,0
2018-12-24,33,0,0,0,0
2018-12-25,33,0,0,0,0
2018-12-26,0,0,0,0,0
2018-12-27,0,0,0,0,0
2018-12-28,70,0,0,0,0
2018-12-29,0,0,0,0,0
2018-12-30,0,0,0,0,0
2018-12-31,0,0,0,0,0
2019-01-01,0,0,0,0,0
2018-01-01,0,0,0,0,0
2018-01-02,47,0,0,0,0
2018-01-03,0,0,48,0,0
2018-01-04,47,0,0,0,0
2018-01-05,0,0,0,0,0
2018-01-06,0,0,0,0,0
2018-01-07,0,0,0,0,48
2018-01-08,0,0,0,0,0
2018-01-09,0,0,0,0,0
2018-01-10,50,0,0,0,0
2018-01-11,50,0,0,0,0
2018-01-12,0,0,0,0,0
2018-01-13,55,0,0,0,0
2018-01-14,0,0,0,0,0
2018-01-15,0,0,0,0,0
2018-01-16,0,0,0,0,0
2018-01-17,0,0,0,0,0
2018-01-18,46,0,0,0,0
2018-01-19,0,0,0,0,0
2018-01-20,0,0,0,0,0
2018-01-21,0,0,0,0,0
2018-01-22,0,0,0,0,0
2018-01-23,0,0,0,0,0
2018-01-24,0,0,0,0,0
2018-01-25,46,0,0,0,0
2018-01-26,48,0,0,0,0
2018-01-27,0,0,0,0,0
2018-01-28,0,0,0,0,0
2018-01-29,0,0,0,0,0
2018-01-30,0,0,0,0,0
2018-01-31,48,0,0,0,0
2018-02-01,0,0,0,0,0
2018-02-02,0,0,0,0,0
2018-02-03,0,0,0,0,0
2018-02-04,0,0,0,0,0
2018-02-05,0,0,0,0,0
2018-02-06,0,0,0,0,0
2018-02-07,49,0,0,0,0
2018-02-08,0,0,0,0,0
2018-02-09,0,0,0,0,0
2018-02-10,54,0,0,0,0
2018-02-11,0,0,0,0,0
2018-02-12,100,0,0,0,0
2018-02-13,0,0,0,0,0
2018-02-14,53,0,0,0,0
2018-02-15,62,0,0,0,0
2018-02-16,0,0,0,0,0
2018-02-17,0,0,0,0,0
2018-02-18,0,0,0,0,0
2018-02-19,49,0,0,0,0
2018-02-20,0,0,0,0,0
2018-02-21,0,0,0,0,0
2018-02-22,0,0,0,0,0
2018-02-23,0,0,0,0,0
2018-02-24,48,0,0,0,0
2018-02-25,0,0,0,0,0
2018-02-26,0,0,0,0,0
2018-02-27,45,0,0,0,0
2018-02-28,46,0,0,0,0
2018-03-01,0,0,0,0,0
2018-03-02,0,0,0,0,0
2018-03-03,0,0,0,0,0
2018-03-04,0,0,0,0,0
2018-03-05,0,0,0,0,0
2018-03-06,0,0,0,0,0
2018-03-07,0,0,0,0,0
2018-03-08,45,0,0,0,0
2018-03-09,0,0,0,0,0
2018-03-10,0,0,0,0,0
2018-03-11,0,0,0,0,0
2018-03-12,0,0,0,0,0
2018-03-13,0,0,0,0,0
2018-03-14,44,0,0,0,0
2018-03-15,45,0,0,0,0
2018-03-16,46,0,0,0,0
2018-03-17,0,0,0,0,0
2018-03-18,0,0,0,0,0
2018-03-19,0,0,0,0,0
2018-03-20,45,0,0,0,0
2018-03-21,47,0,0,0,0
2018-03-22,47,0,0,0,0
2018-03-23,0,0,0,0,0
2018-03-24,0,0,0,0,0
2018-03-25,0,0,0,0,0
2018-03-26,0,0,0,0,0
2018-03-27,0,0,0,0,0
2018-03-28,0,0,0,0,0
2018-03-29,45,0,0,0,0
2018-03-30,0,0,0,0,0
2018-03-31,47,0,0,0,0
2018-04-01,49,0,0,0,0
2018-04-02,0,0,0,0,0
2018-04-03,0,0,0,0,0
2018-04-04,0,0,0,0,0
2018-04-05,48,0,0,0,0
2018-04-06,47,0,0,0,0
2018-04-07,0,0,0,0,0
2018-04-08,0,0,0,0,0
2018-04-09,0,0,0,0,0
2018-04-10,0,0,0,0,0
2018-04-11,0,0,0,0,0
2018-04-12,0,0,0,0,0
2018-04-13,0,0,0,0,0
2018-04-14,47,0,0,0,0
2018-04-15,0,0,48,0,0
2018-04-16,0,0,0,0,0
2018-04-17,0,0,0,0,0
2018-04-18,0,0,0,0,0
2018-04-19,0,0,0,0,0
2018-04-20,0,0,0,0,0
2018-04-21,0,0,0,0,0
2018-04-22,47,0,0,0,0
2018-04-23,43,0,0,0,0
2018-04-24,44,0,0,0,0
2018-04-25,0,0,0,0,0
2018-04-26,0,0,0,0,0
2018-04-27,0,0,0,0,0
2018-04-28,0,0,0,0,0
2018-04-29,0,0,0,0,0
2018-04-30,0,0,0,0,0
2018-05-01,47,0,0,0,0
2017-05-01,0,0,0,0,0
2017-05-02,0,0,0,0,0
2017-05-03,23,0,0,0,0
2017-05-04,0,0,0,0,0
2017-05-05,0,0,0,0,0
2017-05-06,0,0,0,0,0
2017-05-07,0,0,0,0,0
2017-05-08,0,0,0,0,0
2017-05-09,23,0,0,0,0
2017-05-10,0,0,0,0,0
2017-05-11,0,0,0,0,0
2017-05-12,0,0,0,0,0
2017-05-13,0,0,0,0,0
2017-05-14,0,0,0,0,0
2017-05-15,49,0,0,0,0
2017-05-16,0,0,0,0,0
2017-05-17,0,0,0,0,0
2017-05-18,0,0,0,0,0
2017-05-19,0,0,0,0,0
2017-05-20,0,0,0,0,0
2017-05-21,0,0,0,0,0
2017-05-22,0,0,0,0,0
2017-05-23,0,0,0,0,0
2017-05-24,26,0,0,0,0
2017-05-25,0,0,0,0,0
2017-05-26,26,0,0,0,0
2017-05-27,0,0,0,0,0
2017-05-28,0,0,0,0,0
2017-05-29,0,0,0,0,0
2017-05-30,0,0,0,0,0
2017-05-31,24,0,0,0,0
2017-06-01,0,0,0,0,0
2017-06-02,25,0,0,0,0
2017-06-03,0,0,0,0,0
2017-06-04,0,0,0,0,0
2017-06-05,25,0,0,0,0
2017-06-06,0,0,0,0,0
2017-06-07,0,0,0,0,0
2017-06-08,25,0,0,0,0
2017-06-09,0,0,0,0,0
2017-06-10,0,0,0,0,0
2017-06-11,0,0,0,0,0
2017-06-12,49,0,0,0,0
2017-06-13,24,0,0,0,0
2017-06-14,0,0,0,0,0
2017-06-15,25,0,0,0,0
2017-06-16,0,0,0,0,0
2017-06-17,0,0,0,0,0
2017-06-18,0,0,0,0,0
2017-06-19,24,0,0,0,0
2017-06-20,0,0,0,0,0
2017-06-21,23,0,0,0,0
2017-06-22,0,0,0,0,0
2017-06-23,0,0,0,0,0
2017-06-24,0,0,0,0,0
2017-06-25,0,0,0,0,0
2017-06-26,0,0,0,0,0
2017-06-27,0,0,0,0,0
2017-06-28,25,0,0,0,0
2017-06-29,0,0,0,0,0
2017-06-30,0,0,0,0,0
2017-07-01,0,0,0,0,0
2017-07-02,0,0,0,0,0
2017-07-03,0,0,0,0,0
2017-07-04,0,0,0,0,0
2017-07-05,0,0,0,0,0
2017-07-06,0,0,0,0,0
2017-07-07,0,0,0,0,0
2017-07-08,0,0,0,0,0
2017-07-09,0,0,0,0,0
2017-07-10,0,0,0,0,0
2017-07-11,0,0,0,0,0
2017-07-12,25,0,0,0,0
2017-07-13,25,0,0,0,0
2017-07-14,0,0,0,0,0
2017-07-15,0,0,0,0,0
2017-07-16,0,0,0,0,0
2017-07-17,0,0,0,0,0
2017-07-18,0,0,0,0,0
2017-07-19,0,0,0,0,0
2017-07-20,0,0,0,0,0
2017-07-21,0,0,0,0,0
2017-07-22,0,0,0,0,0
2017-07-23,0,0,0,0,0
2017-07-24,0,0,0,0,0
2017-07-25,0,0,0,0,0
2017-07-26,0,0,0,0,0
2017-07-27,0,0,0,0,0
2017-07-28,0,0,0,0,0
2017-07-29,0,0,0,0,0
2017-07-30,0,0,0,0,0
2017-07-31,0,0,0,0,0
2017-08-01,0,0,0,0,0
2017-08-02,70,0,24,0,0
2017-08-03,0,0,0,0,0
2017-08-04,0,0,0,0,0
2017-08-05,0,0,0,0,0
2017-08-06,0,0,0,0,0
2017-08-07,0,0,0,0,0
2017-08-08,23,0,0,0,0
2017-08-09,24,0,0,0,0
2017-08-10,0,0,0,0,0
2017-08-11,0,0,0,0,0
2017-08-12,0,0,0,0,0
2017-08-13,0,0,0,0,0
2017-08-14,24,0,0,0,0
2017-08-15,24,0,0,0,0
2017-08-16,0,0,0,0,0
2017-08-17,0,0,0,0,0
2017-08-18,25,0,0,0,0
2017-08-19,0,0,0,0,0
2017-08-20,0,0,0,0,0
2017-08-21,24,0,0,0,0
2017-08-22,0,0,0,0,0
2017-08-23,0,0,0,0,0
2017-08-24,0,0,0,0,0
2017-08-25,0,0,0,0,0
2017-08-26,0,0,0,0,0
2017-08-27,0,0,0,0,0
2017-08-28,0,0,0,0,0
2017-08-29,25,0,0,0,0
2017-08-30,0,0,0,0,0
2017-08-31,0,0,0,0,0
2017-09-01,0,0,0,0,0
2017-09-02,0,0,0,0,0
2017-09-03,0,0,0,0,0
2017-09-04,0,0,0,0,0
2017-09-05,0,0,0,0,0
2017-09-06,0,0,0,0,0
2017-09-07,0,0,0,0,0
2017-09-08,0,0,0,0,0
2017-09-09,0,0,0,0,0
2017-09-10,0,0,0,0,0
2017-09-11,0,0,0,0,0
2017-09-12,97,0,0,0,24
2017-09-13,24,0,0,0,0
2017-09-14,25,0,0,0,0
2017-09-15,25,0,0,0,0
2017-09-16,27,0,0,0,0
2017-09-17,0,0,0,0,0
2017-09-18,0,0,0,0,0
2017-09-19,0,0,0,0,0
2017-09-20,25,0,0,0,0
2017-09-21,0,0,0,0,0
2017-09-22,0,0,0,0,0
2017-09-23,0,0,0,0,0
2017-09-24,0,0,0,0,0
2017-09-25,0,0,0,0,0
2017-09-26,100,0,0,0,0
2017-09-27,25,0,0,0,0
2017-09-28,25,0,0,0,25
2017-09-29,51,0,0,0,0
2017-09-30,0,0,0,0,0
2017-10-01,0,0,0,0,0
2017-10-02,0,0,0,0,0
2017-10-03,0,0,0,0,0
2017-10-04,0,0,0,0,0
2017-10-05,0,0,0,0,0
2017-10-06,0,0,0,0,0
2017-10-07,0,0,0,0,0
2017-10-08,0,0,0,0,0
2017-10-09,26,0,0,0,0
2017-10-10,25,0,0,0,0
2017-10-11,24,0,0,0,0
2017-10-12,48,0,0,0,0
2017-10-13,0,0,0,0,0
2017-10-14,0,0,0,0,0
2017-10-15,0,0,0,0,0
2017-10-16,48,0,0,0,0
2017-10-17,0,0,0,0,24
2017-10-18,0,0,0,0,0
2017-10-19,24,0,0,0,0
2017-10-20,0,0,0,0,0
2017-10-21,0,0,0,0,0
2017-10-22,0,0,0,0,0
2017-10-23,25,0,0,0,0
2017-10-24,0,0,0,0,0
2017-10-25,0,0,0,0,0
2017-10-26,25,0,0,0,0
2017-10-27,25,0,0,0,0
2017-10-28,0,0,0,0,0
2017-10-29,0,0,0,0,0
2017-10-30,0,0,0,0,0
2017-10-31,49,0,0,0,0
2017-11-01,50,0,0,0,0
2017-11-02,48,0,0,0,0
2017-11-03,25,0,0,0,0
2017-11-04,26,0,0,0,0
2017-11-05,0,0,0,0,0
2017-11-06,0,0,0,0,0
2017-11-07,0,0,0,0,0
2017-11-08,0,0,0,0,0
2017-11-09,24,0,0,0,0
2017-11-10,0,0,0,0,0
2017-11-11,0,0,0,0,0
2017-11-12,0,0,0,0,0
2017-11-13,0,0,0,0,0
2017-11-14,24,0,0,0,0
2017-11-15,48,0,0,0,0
2017-11-16,0,0,0,0,0
2017-11-17,0,0,0,0,0
2017-11-18,0,0,0,0,0
2017-11-19,0,0,0,0,0
2017-11-20,24,0,0,0,0
2017-11-21,0,0,0,0,0
2017-11-22,24,0,0,0,0
2017-11-23,0,0,0,0,0
2017-11-24,0,0,0,0,0
2017-11-25,0,0,0,0,0
2017-11-26,0,0,0,0,0
2017-11-27,0,0,0,0,0
2017-11-28,0,0,0,0,0
2017-11-29,24,0,0,0,0
2017-11-30,0,0,0,0,0
2017-12-01,0,0,0,0,0
2017-12-02,26,0,0,0,0
2017-12-03,0,0,0,0,26
2017-12-04,24,0,0,0,0
2017-12-05,0,0,0,0,0
2017-12-06,50,0,0,0,0
2017-12-07,49,0,0,0,0
2017-12-08,0,0,0,0,51
2017-12-09,0,0,0,0,0
2017-12-10,0,0,0,0,0
2017-12-11,25,0,0,0,0
2017-12-12,0,0,0,0,0
2017-12-13,0,0,0,0,0
2017-12-14,0,0,0,0,0
2017-12-15,0,0,0,0,0
2017-12-16,0,0,0,0,0
2017-12-17,27,0,0,0,0
2017-12-18,25,0,0,0,0
2017-12-19,0,0,0,0,0
2017-12-20,0,0,0,0,0
2017-12-21,0,0,0,0,0
2017-12-22,0,0,0,0,0
2017-12-23,0,0,0,0,0
2017-12-24,0,0,0,0,0
2017-12-25,0,0,0,0,0
2017-12-26,24,0,0,0,0
2017-12-27,25,0,0,0,0
2017-12-28,24,0,0,0,0
2017-12-29,0,0,0,0,0
2017-12-30,0,0,0,0,0
2017-12-31,0,0,0,0,0
2018-01-01,0,0,0,0,0
2017-01-01,0,0,0,0,0
2017-01-02,0,0,0,0,0
2017-01-03,45,0,0,0,0
2017-01-04,0,0,0,0,45
2017-01-05,0,0,0,0,0
2017-01-06,0,0,0,0,0
2017-01-07,0,0,0,0,0
2017-01-08,0,0,0,0,0
2017-01-09,46,0,0,0,0
2017-01-10,46,0,0,0,0
2017-01-11,0,0,0,0,0
2017-01-12,0,0,0,0,0
2017-01-13,0,0,0,0,0
2017-01-14,0,0,0,0,0
2017-01-15,0,0,0,0,0
2017-01-16,0,0,0,0,0
2017-01-17,0,0,0,0,0
2017-01-18,0,0,0,0,0
2017-01-19,0,0,0,0,0
2017-01-20,0,0,0,0,0
2017-01-21,0,0,0,0,0
2017-01-22,0,0,55,0,0
2017-01-23,0,0,0,0,0
2017-01-24,0,0,0,0,0
2017-01-25,0,0,0,0,0
2017-01-26,0,0,0,0,0
2017-01-27,0,0,0,0,0
2017-01-28,0,0,0,0,0
2017-01-29,0,0,0,0,0
2017-01-30,0,0,0,0,0
2017-01-31,100,0,0,0,0
2017-02-01,0,0,0,0,0
2017-02-02,0,0,0,0,0
2017-02-03,0,0,0,0,0
2017-02-04,0,0,0,0,0
2017-02-05,0,0,0,0,0
2017-02-06,43,0,0,0,43
2017-02-07,0,0,0,0,0
2017-02-08,0,0,0,0,0
2017-02-09,44,0,0,0,0
2017-02-10,0,0,0,0,0
2017-02-11,0,0,0,0,0
2017-02-12,0,0,0,0,0
2017-02-13,0,0,0,0,0
2017-02-14,0,0,0,0,0
2017-02-15,0,0,0,0,0
2017-02-16,44,0,0,0,0
2017-02-17,0,0,0,0,0
2017-02-18,0,0,0,0,0
2017-02-19,47,0,0,0,0
2017-02-20,43,0,0,0,0
2017-02-21,0,0,0,0,0
2017-02-22,0,0,0,0,0
2017-02-23,0,0,0,0,0
2017-02-24,0,0,0,0,0
2017-02-25,0,0,0,0,0
2017-02-26,0,0,0,0,0
2017-02-27,0,0,0,0,0
2017-02-28,46,0,0,0,0
2017-03-01,0,0,0,0,0
2017-03-02,0,0,0,0,43
2017-03-03,0,0,0,0,0
2017-03-04,0,0,0,0,46
2017-03-05,0,0,0,0,0
2017-03-06,0,0,42,0,0
2017-03-07,0,0,0,0,0
2017-03-08,0,0,0,0,0
2017-03-09,42,0,0,0,0
2017-03-10,0,0,0,0,0
2017-03-11,0,0,0,0,0
2017-03-12,0,0,0,0,0
2017-03-13,0,0,0,0,0
2017-03-14,0,0,0,0,0
2017-03-15,0,0,0,0,0
2017-03-16,42,0,0,0,0
2017-03-17,0,0,0,0,0
2017-03-18,46,0,0,0,0
2017-03-19,0,0,0,0,0
2017-03-20,0,0,0,0,0
2017-03-21,42,0,0,0,0
2017-03-22,42,0,0,0,0
2017-03-23,0,0,0,0,0
2017-03-24,0,0,0,0,0
2017-03-25,0,0,0,0,0
2017-03-26,0,0,0,0,0
2017-03-27,42,0,0,0,0
2017-03-28,0,0,0,0,0
2017-03-29,0,0,0,0,0
2017-03-30,0,0,0,0,0
2017-03-31,0,0,0,0,0
2017-04-01,47,0,0,0,0
2017-04-02,0,0,0,0,48
2017-04-03,47,0,0,0,0
2017-04-04,0,0,0,0,0
2017-04-05,42,0,0,0,0
2017-04-06,0,0,0,0,0
2017-04-07,42,0,0,0,0
2017-04-08,0,0,0,0,0
2017-04-09,0,0,0,0,0
2017-04-10,0,0,0,0,0
2017-04-11,0,0,0,0,0
2017-04-12,0,0,0,0,0
2017-04-13,0,0,0,0,0
2017-04-14,0,0,0,0,0
2017-04-15,0,0,0,0,0
2017-04-16,0,0,0,0,0
2017-04-17,0,0,0,0,0
2017-04-18,0,0,0,0,0
2017-04-19,0,0,0,0,0
2017-04-20,0,0,0,0,0
2017-04-21,0,0,0,0,0
2017-04-22,0,0,0,0,0
2017-04-23,0,0,0,0,0
2017-04-24,0,0,0,0,0
2017-04-25,42,0,0,0,0
2017-04-26,0,0,0,0,0
2017-04-27,0,0,0,0,0
2017-04-28,0,0,0,0,0
2017-04-29,0,0,0,0,0
2017-04-30,0,0,0,0,0
2017-05-01,0,0,0,0,0
2016-05-01,49,0,0,0,0
2016-05-02,100,0,51,0,0
2016-05-03,48,0,0,0,0
2016-05-04,0,0,0,0,0
2016-05-05,0,0,0,0,0
2016-05-06,49,0,0,0,0
2016-05-07,0,0,0,0,0
2016-05-08,0,0,0,0,0
2016-05-09,48,0,0,0,0
2016-05-10,0,0,0,0,0
2016-05-11,0,0,0,0,0
2016-05-12,48,0,0,0,0
2016-05-13,49,0,0,0,0
2016-05-14,0,0,0,0,0
2016-05-15,0,0,0,0,0
2016-05-16,0,0,0,0,0
2016-05-17,48,0,0,0,0
2016-05-18,0,0,0,0,0
2016-05-19,49,0,0,0,0
2016-05-20,49,0,0,0,0
2016-05-21,0,0,0,0,0
2016-05-22,0,0,0,0,0
2016-05-23,0,0,0,0,0
2016-05-24,48,0,0,0,0
2016-05-25,0,0,0,0,0
2016-05-26,0,0,0,0,0
2016-05-27,0,0,0,0,48
2016-05-28,0,0,0,0,0
2016-05-29,0,0,0,0,0
2016-05-30,0,0,0,0,0
2016-05-31,47,0,0,0,0
2016-06-01,0,0,0,0,0
2016-06-02,0,0,0,0,0
2016-06-03,49,0,0,0,0
2016-06-04,0,0,0,0,0
2016-06-05,0,0,0,0,0
2016-06-06,0,0,0,0,0
2016-06-07,0,0,0,0,0
2016-06-08,0,0,0,0,0
2016-06-09,0,0,0,0,0
2016-06-10,50,0,0,0,0
2016-06-11,0,0,0,0,0
2016-06-12,0,0,0,0,0
2016-06-13,0,0,0,0,0
2016-06-14,0,0,0,0,0
2016-06-15,0,0,0,0,0
2016-06-16,0,0,0,0,48
2016-06-17,48,0,0,0,0
2016-06-18,0,0,0,0,0
2016-06-19,0,0,0,0,0
2016-06-20,0,0,0,0,0
2016-06-21,0,0,0,0,0
2016-06-22,0,0,0,0,0
2016-06-23,48,0,0,0,0
2016-06-24,0,0,0,0,0
2016-06-25,0,0,0,0,0
2016-06-26,0,0,0,0,0
2016-06-27,0,0,0,0,0
2016-06-28,0,0,0,0,0
2016-06-29,0,0,0,0,0
2016-06-30,0,0,0,0,0
2016-07-01,0,0,0,0,0
2016-07-02,0,0,0,0,0
2016-07-03,0,0,0,0,0
2016-07-04,0,0,0,0,0
2016-07-05,0,0,0,0,0
2016-07-06,0,0,0,0,0
2016-07-07,0,0,0,0,0
2016-07-08,0,0,0,0,0
2016-07-09,0,0,0,0,0
2016-07-10,0,0,0,0,0
2016-07-11,0,0,0,0,47
2016-07-12,47,0,0,0,0
2016-07-13,0,0,0,0,0
2016-07-14,0,0,0,0,0
2016-07-15,0,0,0,0,0
2016-07-16,0,0,0,0,0
2016-07-17,0,0,0,0,54
2016-07-18,0,0,0,0,0
2016-07-19,0,0,0,0,0
2016-07-20,0,0,0,0,0
2016-07-21,0,0,0,0,0
2016-07-22,0,0,0,0,0
2016-07-23,0,0,0,0,0
2016-07-24,0,0,0,0,0
2016-07-25,0,0,0,0,0
2016-07-26,0,0,0,0,0
2016-07-27,0,0,0,0,0
2016-07-28,0,0,0,0,0
2016-07-29,49,0,0,0,0
2016-07-30,0,0,0,0,0
2016-07-31,0,0,0,0,0
2016-08-01,0,0,0,0,0
2016-08-02,0,0,0,0,0
2016-08-03,48,0,0,0,0
2016-08-04,0,0,0,0,0
2016-08-05,0,0,0,0,0
2016-08-06,0,0,0,0,0
2016-08-07,0,0,0,0,0
2016-08-08,0,0,0,0,0
2016-08-09,0,0,0,0,0
2016-08-10,50,0,0,0,0
2016-08-11,0,0,0,0,0
2016-08-12,0,0,0,0,0
2016-08-13,0,0,0,0,0
2016-08-14,0,0,0,0,0
2016-08-15,0,0,0,0,0
2016-08-16,0,0,0,0,0
2016-08-17,0,0,0,0,0
2016-08-18,0,0,0,0,0
2016-08-19,0,0,0,0,0
2016-08-20,0,0,0,0,0
2016-08-21,0,0,0,0,0
2016-08-22,0,0,0,0,0
2016-08-23,0,0,0,0,0
2016-08-24,0,0,0,0,0
2016-08-25,0,0,0,0,0
2016-08-26,0,0,0,0,0
2016-08-27,0,0,0,0,0
2016-08-28,0,0,0,0,0
2016-08-29,0,0,0,0,0
2016-08-30,0,0,0,0,0
2016-08-31,0,0,0,0,0
2016-09-01,0,0,0,0,0
2016-09-02,0,0,0,0,0
2016-09-03,52,0,0,0,0
2016-09-04,0,0,0,0,0
2016-09-05,0,0,0,0,0
2016-09-06,0,0,0,0,0
2016-09-07,0,0,0,0,0
2016-09-08,49,0,0,0,0
2016-09-09,0,0,0,0,0
2016-09-10,0,0,0,0,0
2016-09-11,0,0,0,0,0
2016-09-12,48,0,0,0,0
2016-09-13,46,0,0,0,0
2016-09-14,47,0,0,0,0
2016-09-15,0,0,0,0,0
2016-09-16,0,0,0,0,0
2016-09-17,0,0,0,0,0
2016-09-18,0,0,0,0,0
2016-09-19,0,0,0,0,0
2016-09-20,0,0,0,0,0
2016-09-21,0,0,0,0,0
2016-09-22,0,0,0,0,0
2016-09-23,0,0,0,0,0
2016-09-24,0,0,0,0,0
2016-09-25,0,0,0,0,0
2016-09-26,0,0,0,0,0
2016-09-27,43,0,0,0,0
2016-09-28,0,0,0,0,0
2016-09-29,0,0,0,0,0
2016-09-30,0,0,0,0,0
2016-10-01,50,0,0,0,0
2016-10-02,0,0,0,0,0
2016-10-03,0,0,0,0,0
2016-10-04,0,0,0,0,0
